Episodes:

Events:
30.3051170752 68.7452043763 5.56604104822 3361.90617478
116.478813853 -43.078351815 3.34871206745 432.138145021
Detections:
2 3446.46014936 23.6439961483 10.4393371684 11.4915967375
6 668.194202235 235.621413768 11.0703917755 1.16847773749
0 1056.94583716 53.2120238203 2.72168823266 1.96272874303
0 115.982251427 265.558994468 10.354432369 0.757546910305
0 2664.62692757 230.58299935 9.24803297643 0.249197458421
0 1593.09782971 119.227021065 9.01367306226 0.787853494944
0 1491.12558533 205.3929204 9.16215260552 0.075755446087
0 2542.03458642 238.762411142 6.27576231189 5.0741878199
0 1147.74583654 269.425204217 3.4482107107 1.32576969501
0 72.6074625408 335.601643593 3.47118842687 1.60301214053
0 1197.27681563 227.761736679 3.75121574818 19.4638022587
0 854.188668497 194.51405967 5.62288467207 2.88478139717
0 1976.82110805 268.997070712 4.130587101 2.14612124194
0 38.5719811588 177.551867982 8.3735089027 1.11576032161
0 1903.94400959 212.802007476 7.93591602831 2.0354824668
0 694.93125347 222.156976898 7.94202641785 1.76924300467
0 103.674750646 33.9364898901 10.0621959514 16.4435931361
0 3111.560589 86.4684635512 4.45870410512 1.41948831628e-07
0 541.247813711 145.490627414 6.03235378668 2.37041088587
0 2807.5726052 302.422568836 3.42000903398 2.40799425572
0 1730.81180184 29.9433285209 3.81189758049 3.78633276134
1 1119.0768656 102.752994129 6.36604234579 0.386300966887
1 2783.48532761 247.170370978 3.85046023026 0.0315866395479
1 1313.20295826 292.518013485 9.2223572654 1619.72544886
1 3134.24439136 36.6760790771 3.72106519048 0.0961671926772
1 1809.29156047 235.587912092 6.16711633122 8.67624666418e-07
1 2204.32796468 126.742259045 5.23916450691 0.170673275374
1 1908.93167749 139.048031729 3.18598769696 0.0311289163269
1 2833.83898169 46.7674880848 6.47825417361 0.116086296553
1 1019.2498135 239.61066517 6.08158078093 0.214058503821
1 2167.30828481 277.987736663 9.16355601021 0.15335037309
1 1404.59420491 359.370108041 8.1990186619 0.336891825616
1 449.593707543 235.118180026 5.20765184908 1.63903099122
1 739.360437316 212.841230119 7.74558092286 0.367621997476
1 823.474677567 46.5359391467 7.36607157791 0.292912027259
1 785.432171599 230.66546522 4.95132238029 0.235296767111
1 1222.886573 152.897197712 5.50185247159 0.195480587121
1 656.034228995 325.724173826 5.492088506 0.234632063583
1 2484.94865973 212.75645048 3.96812979448 0.277533539147
1 2352.9554956 176.253045023 7.29593505266 4.52978781406
1 2475.34232215 202.85349699 7.13793455306 0.179268345974
2 2013.61157454 19.558247059 6.16427872127 2.08040113629
2 1869.31535439 18.8838244867 7.57182189165 0.802191852954
2 3114.43489699 77.3559754457 6.75641498303 1.96882254372
2 897.827417392 314.138979834 2.56899158758 0.022451389472
2 436.322332215 32.7284147859 10.2321843844 1.25484756895
2 2119.35952574 336.549729905 5.92042647541 0.132127023257
2 362.173153887 216.655105743 9.00649476848 1.50044752932
2 1458.55149104 59.680644213 4.73928782063 0.619116199444
2 2153.07454053 133.155876118 7.26036376795 4.03967022487
2 3367.84437551 28.8140994222 2.95021767989 24.5228372331
2 1378.49697075 24.0679534667 3.78446717539 4.59929799284
2 3184.78373494 303.535084891 9.08469336599 1.19492586993
2 2581.49953995 5.30358839544 2.87014351612 0.572046041846
3 2489.49494758 155.280909732 9.38668796369 0.224890949474
3 174.84840959 23.6291040701 3.5972373439 0.153507837503
3 2575.73038114 95.0731433088 8.57924672251 0.540135811616
